uid,frame,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z
user_627984,0,0.45778068564191093,0.5113645923258846,-0.13496636591705055,0.557780685641911,0.49136459232588464,0.16503363408294944
user_627984,30,0.4830248151861478,0.5021706384432474,-0.10972223637281367,0.532536556097674,0.5005585462085218,0.13978950453871253
user_627984,60,0.4850596084466814,0.4830416555949418,-0.1076874431122801,0.5305017628371406,0.5196875290568275,0.13775471127817898
user_627984,90,0.46201428588370697,0.47156474239387575,-0.13073276567525455,0.553547085400115,0.5311644422578935,0.1608000338411534
user_627984,120,0.43507661078267307,0.4782917199086124,-0.1576704407762884,0.5804847605011488,0.5244374647431569,0.18773770894218728
user_627984,150,0.4290129574020168,0.4970378360351491,-0.1637340941569447,0.5865484138818051,0.5056913486166201,0.1938013623228436
user_627984,180,0.44939822069594315,0.5105679980588919,-0.14334883086301833,0.5661631505878787,0.4921611865928774,0.17341609902891722
user_627984,210,0.4774902836034746,0.5064426374127506,-0.1152567679554869,0.5380710876803473,0.4962865472390186,0.14532403612138578
user_627984,240,0.4874614330406124,0.4884545916497124,-0.10528561851834911,0.5280999382432096,0.5142745930020569,0.13535288668424797
user_627984,270,0.4701442401991636,0.4731419870881911,-0.12260281135979786,0.5454171310846583,0.5295871975635782,0.15267007952569672
user_718093,0,0.43991816021758834,0.5165816190428777,-0.14730853490941342,0.5399181602175884,0.4965816190428777,0.15269146509058656
user_718093,30,0.4651622897618252,0.5073876651602405,-0.12206440536517651,0.5146740306733515,0.5057755729255149,0.12744733554634968
user_718093,60,0.4671970830223588,0.4882586823119348,-0.12002961210464295,0.512639237412818,0.5249045557738206,0.1254125422858161
user_718093,90,0.44415176045938437,0.4767817691108688,-0.1430749346676174,0.5356845599757925,0.5363814689748866,0.14845786484879053
user_718093,120,0.4172140853583505,0.48350874662560545,-0.17001260976865123,0.5626222350768263,0.52965449146015,0.17539553994982443
user_718093,150,0.4111504319776942,0.5022548627521422,-0.17607626314930758,0.5686858884574826,0.5109083753336132,0.18145919333048072
user_718093,180,0.43153569527162056,0.515785024775885,-0.1556909998553812,0.5483006251635562,0.4973782133098704,0.16107393003655435
user_718093,210,0.459627758179152,0.5116596641297437,-0.12759893694784974,0.5202085622560247,0.5015035739560116,0.13298186712902293
user_718093,240,0.4695989076162898,0.4936716183667054,-0.11762778751071196,0.510237412818887,0.51949161971905,0.12301071769188512
user_718093,270,0.452281714774841,0.47835901380518414,-0.13494498035216074,0.5275546056603357,0.5348042242805713,0.14032791053333388
user_584217,0,0.43893344667438167,0.5220029592391007,-0.16971564193920424,0.5389334466743817,0.5020029592391007,0.13028435806079575
user_584217,30,0.46417757621861855,0.5128090053564635,-0.14447151239496736,0.5136893171301448,0.5111969131217379,0.10504022851655884
user_584217,60,0.4662123694791521,0.4936800225081578,-0.1424367191344338,0.5116545238696113,0.5303258959700435,0.10300543525602529
user_584217,90,0.4431670469161777,0.48220310930709176,-0.16548204169740824,0.5346998464325857,0.5418028091711096,0.12605075781899971
user_584217,120,0.4162293718151438,0.4889300868218284,-0.19241971679844208,0.5616375215336196,0.535075831656373,0.15298843292003358
user_584217,150,0.4101657184344875,0.5076762029483651,-0.1984833701790984,0.5677011749142759,0.5163297155298362,0.1590520863006899
user_584217,180,0.4305509817284139,0.5212063649721079,-0.17809810688517203,0.5473159116203494,0.5027995535060934,0.13866682300676353
user_584217,210,0.45864304463594535,0.5170810043259667,-0.15000604397764059,0.519223848712818,0.5069249141522346,0.11057476009923209
user_584217,240,0.46861419407308313,0.4990929585629284,-0.1400348945405028,0.5092526992756803,0.524912959915273,0.10060361066209428
user_584217,270,0.45129700123163435,0.4837803540014071,-0.15735208738195156,0.526569892117129,0.5402255644767943,0.11792080350354303
user_261123,0,0.4511864945321103,0.5370528440155563,-0.14580402213994897,0.5511864945321103,0.5170528440155563,0.15419597786005101
user_261123,30,0.4764306240763472,0.5278588901329191,-0.12055989259571209,0.5259423649878734,0.5262467978981935,0.1289518483158141
user_261123,60,0.47846541733688075,0.5087299072846134,-0.11852509933517853,0.5239075717273399,0.5453757807464992,0.12691705505528056
user_261123,90,0.4554200947739063,0.49725299408354734,-0.141570421898153,0.5469528942903144,0.5568526939475652,0.14996237761825498
user_261123,120,0.4284824196728724,0.503979971598284,-0.16850809699918684,0.5738905693913482,0.5501257164328286,0.17690005271928883
user_261123,150,0.42241876629221614,0.5227260877248208,-0.17457175037984313,0.5799542227720045,0.5313796003062918,0.18296370609994517
user_261123,180,0.4428040295861425,0.5362562497485636,-0.15418648708591676,0.559568959478078,0.517849438282549,0.1625784428060188
user_261123,210,0.470896092493674,0.5321308891024223,-0.12609442417838534,0.5314768965705466,0.5219747989286903,0.13448637989848733
user_261123,240,0.48086724193081176,0.514142843339384,-0.11612327474124753,0.5215057471334089,0.5399628446917286,0.12451523046134955
user_261123,270,0.463550049089363,0.4988302387778627,-0.1334404675826963,0.5388229399748576,0.5552754492532499,0.14183242330279827
user_818642,0,0.4517922626838591,0.5340496549024915,-0.12871550102824608,0.5517922626838591,0.5140496549024914,0.1712844989717539
user_818642,30,0.47703639222809596,0.5248557010198542,-0.10347137148400919,0.5265481331396221,0.5232436087851287,0.14604036942751702
user_818642,60,0.47907118548862954,0.5057267181715486,-0.10143657822347563,0.5245133398790887,0.5423725916334343,0.14400557616698345
user_818642,90,0.4560258629256551,0.49424980497048254,-0.12448190078645008,0.5475586624420631,0.5538495048345004,0.16705089872995788
user_818642,120,0.4290881878246212,0.5009767824852193,-0.15141957588748392,0.5744963375430969,0.5471225273197637,0.19398857383099175
user_818642,150,0.42302453444396493,0.5197228986117559,-0.15748322926814023,0.5805599909237532,0.528376411193227,0.20005222721164806
user_818642,180,0.4434097977378913,0.5332530606354987,-0.13709796597421386,0.5601747276298268,0.5148462491694842,0.1796669639177217
user_818642,210,0.47150186064542277,0.5291276999893575,-0.10900590306668242,0.5320826647222954,0.5189716098156254,0.15157490101019025
user_818642,240,0.48147301008256055,0.5111396542263192,-0.09903475362954463,0.5221115152851576,0.5369596555786638,0.14160375157305244
user_818642,270,0.46415581724111177,0.4958270496647979,-0.1163519464709934,0.5394287081266064,0.552272260140185,0.1589209444145012
user_334835,0,0.4662026175061154,0.5093831826828157,-0.17157229086522155,0.5662026175061154,0.4893831826828156,0.12842770913477844
user_334835,30,0.4914467470503523,0.5001892288001785,-0.14632816132098464,0.5409584879618785,0.4985771365654528,0.10318357959054156
user_334835,60,0.49348154031088587,0.48106024595187274,-0.1442933680604511,0.538923694701345,0.5177061194137585,0.10114878633000798
user_334835,90,0.47043621774791144,0.4695833327508067,-0.16733869062342555,0.5619690172643195,0.5291830326148246,0.12419410889298241
user_334835,120,0.44349854264687755,0.4763103102655434,-0.1942763657244594,0.5889066923653533,0.522456055100088,0.15113178399401628
user_334835,150,0.43743488926622126,0.4950564263920801,-0.2003400191051157,0.5949703457460096,0.5037099389735512,0.1571954373746726
user_334835,180,0.45782015256014763,0.5085865884158229,-0.17995475581118933,0.5745850824520832,0.49017977694980835,0.13681017408074622
user_334835,210,0.4859122154676791,0.5044612277696817,-0.1518626929036579,0.5464930195445518,0.4943051375959496,0.10871811117321478
user_334835,240,0.4958833649048169,0.48647318200664336,-0.14189154346652008,0.536521870107414,0.512293183358988,0.098746961736077
user_334835,270,0.4785661720633681,0.4711605774451221,-0.15920873630796886,0.5538390629488628,0.5276057879205093,0.11606415457752572
user_584013,0,0.43354819341951567,0.5258590429648278,-0.16520308068998818,0.5335481934195156,0.5058590429648278,0.1347969193100118
user_584013,30,0.45879232296375255,0.5166650890821906,-0.1399589511457513,0.5083040638752787,0.515052996847465,0.10955278976577491
user_584013,60,0.4608271162242861,0.4975361062338849,-0.13792415788521772,0.5062692706147452,0.5341819796957706,0.10751799650524135
user_584013,90,0.4377817936613117,0.48605919303281886,-0.16096948044819218,0.5293145931777197,0.5456588928968367,0.13056331906821578
user_584013,120,0.4108441185602778,0.4927861705475556,-0.18790715554922602,0.5562522682787535,0.5389319153821001,0.15750099416924965
user_584013,150,0.4047804651796215,0.5115322866740922,-0.19397080892988233,0.5623159216594098,0.5201857992555633,0.16356464754990596
user_584013,180,0.4251657284735479,0.525062448697835,-0.17358554563595596,0.5419306583654834,0.5066556372318205,0.1431793842559796
user_584013,210,0.45325779138107936,0.5209370880516938,-0.14549348272842452,0.513838595457952,0.5107809978779617,0.11508732134844815
user_584013,240,0.46322894081821714,0.5029490422886556,-0.13552233329128674,0.5038674460208142,0.5287690436410001,0.10511617191131035
user_584013,270,0.44591174797676836,0.4876364377271343,-0.1528395261327355,0.521184638862263,0.5440816482025214,0.1224333647527591
user_655953,0,0.4506321438069834,0.5283463142568149,-0.1518091531302439,0.5506321438069834,0.5083463142568149,0.1481908468697561
user_655953,30,0.4758762733512203,0.5191523603741777,-0.12656502358600702,0.5253880142627465,0.5175402681394521,0.12294671732551918
user_655953,60,0.47791106661175387,0.500023377525872,-0.12453023032547345,0.523353221002213,0.5366692509877578,0.12091192406498563
user_655953,90,0.45486574404877944,0.488546464324806,-0.1475755528884479,0.5463985435651875,0.5481461641888238,0.14395724662796006
user_655953,120,0.42792806894774554,0.49527344183954264,-0.17451322798948174,0.5733362186662213,0.5414191866740872,0.17089492172899393
user_655953,150,0.42186441556708926,0.5140195579660793,-0.18057688137013805,0.5793998720468776,0.5226730705475504,0.17695857510965024
user_655953,180,0.4422496788610156,0.5275497199898221,-0.16019161807621168,0.5590146087529512,0.5091429085238076,0.15657331181572387
user_655953,210,0.4703417417685471,0.5234243593436809,-0.13209955516868024,0.5309225458454198,0.5132682691699488,0.12848124890819243
user_655953,240,0.4803128912056849,0.5054363135806426,-0.12212840573154246,0.520951396408282,0.5312563149329872,0.11851009947105462
user_655953,270,0.4629956983642361,0.49012370901912133,-0.13944559857299121,0.5382685892497308,0.5465689194945085,0.13582729231250337
user_382983,0,0.43589644326927945,0.5271009933527175,-0.13014595328672418,0.5358964432692794,0.5071009933527175,0.1698540467132758
user_382983,30,0.46114057281351634,0.5179070394700803,-0.1049018237424873,0.5106523137250425,0.5162949472353547,0.1446099171690389
user_382983,60,0.4631753660740499,0.4987780566217747,-0.10286703048195373,0.508617520464509,0.5354239300836604,0.14257512390850535
user_382983,90,0.4401300435110755,0.4873011434207087,-0.12591235304492818,0.5316628430274835,0.5469008432847264,0.16562044647147978
user_382983,120,0.4131923684100416,0.49402812093544535,-0.15285002814596202,0.5586005181285173,0.5401738657699898,0.19255812157251365
user_382983,150,0.4071287150293853,0.512774237061982,-0.15891368152661833,0.5646641715091736,0.5214277496434531,0.19862177495316996
user_382983,180,0.42751397832331167,0.5263043990857248,-0.13852841823269196,0.5442789082152472,0.5078975876197103,0.1782365116592436
user_382983,210,0.45560604123084314,0.5221790384395836,-0.11043635532516052,0.5161868453077157,0.5120229482658515,0.15014444875171215
user_382983,240,0.4655771906679809,0.5041909926765453,-0.10046520588802274,0.506215695870578,0.5300109940288898,0.14017329931457434
user_382983,270,0.44825999782653214,0.48887838811502404,-0.1177823987294715,0.5235328887120267,0.5453235985904111,0.1574904921560231
user_719021,0,0.4304707953949496,0.539436542054357,-0.14540265215097647,0.5304707953949497,0.519436542054357,0.15459734784902351
user_719021,30,0.45571492493918647,0.5302425881717198,-0.12015852260673958,0.5052266658507127,0.5286304959369942,0.12935321830478663
user_719021,60,0.45774971819972005,0.5111136053234141,-0.11812372934620602,0.5031918725901793,0.5477594787852998,0.12731842504425306
user_719021,90,0.4347043956367456,0.49963669212234807,-0.14116905190918047,0.5262371951531537,0.5592363919863659,0.15036374760722748
user_719021,120,0.4077667205357117,0.5063636696370848,-0.1681067270102143,0.5531748702541875,0.5525094144716293,0.17730142270826135
user_719021,150,0.40170306715505544,0.5251097857636214,-0.17417038039087063,0.5592385236348438,0.5337632983450925,0.18336507608891767
user_719021,180,0.4220883304489818,0.5386399477873642,-0.15378511709694426,0.5388532603409174,0.5202331363213497,0.1629798127949913
user_719021,210,0.4501803933565133,0.534514587141223,-0.12569305418941282,0.510761197433386,0.5243584969674909,0.13488774988745986
user_719021,240,0.46015154279365106,0.5165265413781848,-0.11572190475227502,0.5007900479962483,0.5423465427305293,0.12491660045032206
user_719021,270,0.4428343499522023,0.5012139368166635,-0.1330390975937238,0.518107240837697,0.5576591472920506,0.1422337932917708
user_855792,0,0.4449841647287955,0.522958459686496,-0.15993476403023255,0.5449841647287955,0.502958459686496,0.14006523596976744
user_855792,30,0.47022829427303237,0.5137645058038588,-0.13469063448599566,0.5197400351845586,0.5121524135691332,0.11482110642553053
user_855792,60,0.47226308753356594,0.49463552295555313,-0.1326558412254621,0.5177052419240251,0.5312813964174389,0.11278631316499699
user_855792,90,0.4492177649705915,0.4831586097544871,-0.15570116378843654,0.5407505644869995,0.5427583096185049,0.1358316357279714
user_855792,120,0.4222800898695576,0.48988558726922377,-0.18263883888947038,0.5676882395880334,0.5360313321037683,0.16276931082900528
user_855792,150,0.41621643648890133,0.5086317033957605,-0.1887024922701267,0.5737518929686897,0.5172852159772315,0.1688329642096616
user_855792,180,0.4366016997828277,0.5221618654195033,-0.16831722897620033,0.5533666296747632,0.5037550539534887,0.14844770091573523
user_855792,210,0.46469376269035917,0.518036504773362,-0.1402251660686689,0.5252745667672318,0.50788041459963,0.12035563800820379
user_855792,240,0.47466491212749695,0.5000484590103238,-0.1302540166315311,0.5153034173300941,0.5258684603626683,0.11038448857106598
user_855792,270,0.45734771928604817,0.48473585444880246,-0.14757120947297986,0.5326206101715428,0.5411810649241896,0.12770168141251473
user_839834,0,0.4326251764853353,0.5324706332836581,-0.16987043459447293,0.5326251764853354,0.512470633283658,0.13012956540552706
user_839834,30,0.4578693060295722,0.5232766794010208,-0.14462630505023605,0.5073810469410984,0.5216645871662953,0.10488543586129016
user_839834,60,0.4599040992901058,0.5041476965527152,-0.14259151178970247,0.505346253680565,0.5407935700146009,0.1028506426007566
user_839834,90,0.43685877672713136,0.49267078335164916,-0.16563683435267693,0.5283915762435394,0.552270483215667,0.12589596516373103
user_839834,120,0.40992110162609746,0.4993977608663858,-0.19257450945371077,0.5553292513445732,0.5455435057009304,0.1528336402647649
user_839834,150,0.4038574482454412,0.5181438769929225,-0.19863816283436708,0.5613929047252295,0.5267973895743936,0.1588972936454212
user_839834,180,0.42424271153936755,0.5316740390166653,-0.1782528995404407,0.5410076414313031,0.5132672275506508,0.13851203035149484
user_839834,210,0.452334774446899,0.5275486783705241,-0.15016083663290927,0.5129155785237717,0.517392588196792,0.1104199674439634
user_839834,240,0.4623059238840368,0.5095606326074859,-0.14018968719577146,0.502944429086634,0.5353806339598304,0.1004488180068256
